msd_en	features_en	msd_sl	features_sl	types	tokens	examples
Agcmdg	Adjective Type=general Degree=comparative Gender=masculine Number=dual Case=genitive	Pppmdr	pridevnik vrsta=splošni stopnja=primernik spol=moški število=dvojina sklon=rodilnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcmdd	Adjective Type=general Degree=comparative Gender=masculine Number=dual Case=dative	Pppmdd	pridevnik vrsta=splošni stopnja=primernik spol=moški število=dvojina sklon=dajalnik	814	1783	mlajšima/mlad, starejšima/star, manjšima/majhen, večjima/velik, močnejšima/močen
Agcmda	Adjective Type=general Degree=comparative Gender=masculine Number=dual Case=accusative	Pppmdt	pridevnik vrsta=splošni stopnja=primernik spol=moški število=dvojina sklon=tožilnik	814		zvestejša/zvest, žvečljivejša/žvečljiv, zrelejša/zrel, zračnejša/zračen, zoprnejša/zoprn
Agcmdl	Adjective Type=general Degree=comparative Gender=masculine Number=dual Case=locative	Pppmdm	pridevnik vrsta=splošni stopnja=primernik spol=moški število=dvojina sklon=mestnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcmdi	Adjective Type=general Degree=comparative Gender=masculine Number=dual Case=instrumental	Pppmdo	pridevnik vrsta=splošni stopnja=primernik spol=moški število=dvojina sklon=orodnik	814		zvestejšima/zvest, žvečljivejšima/žvečljiv, zrelejšima/zrel, zračnejšima/zračen, zoprnejšima/zoprn
Agcmpn	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=nominative	Pppmmi	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=imenovalnik	847	226711	starejši/star, boljši/dober, mlajši/mlad, višji/visok, večji/velik
Agcmpg	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=genitive	Pppmmr	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=rodilnik	822	144649	starejših/star, večjih/velik, mlajših/mlad, manjših/majhen, pomembnejših/pomemben
Agcmpd	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=dative	Pppmmd	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=dajalnik	814	27022	starejšim/star, mlajšim/mlad, manjšim/majhen, večjim/velik, boljšim/dober
Agcmpa	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=accusative	Pppmmt	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=tožilnik	818	132525	starejše/star, večje/velik, manjše/majhen, mlajše/mlad, boljše/dober
Agcmpl	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=locative	Pppmmm	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=mestnik	816	38282	mlajših/mlad, višjih/visok, manjših/majhen, starejših/star, nižjih/nizek
Agcmpi	Adjective Type=general Degree=comparative Gender=masculine Number=plural Case=instrumental	Pppmmo	pridevnik vrsta=splošni stopnja=primernik spol=moški število=množina sklon=orodnik	814	42529	starejšimi/star, mlajšimi/mlad, boljšimi/dober, nižjimi/nizek, višjimi/visok
Agcfsn	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=nominative	Pppzei	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=imenovalnik	842	436461	večja/velik, manjša/majhen, boljša/dober, višja/visok, nižja/nizek
Agcfsg	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=genitive	Pppzer	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=rodilnik	818	137924	večje/velik, višje/visok, boljše/dober, širše/širok, mlajše/mlad
Agcfsd	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=dative	Pppzed	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=dajalnik	815	11200	večji/velik, boljši/dober, manjši/majhen, hitrejši/hiter, višji/visok
Agcfsa	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=accusative	Pppzet	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=tožilnik	818	281160	večjo/velik, boljšo/dober, višjo/visok, manjšo/majhen, nižjo/nizek
Agcfsl	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=locative	Pppzem	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=mestnik	817	82641	večji/velik, širši/širok, višji/visok, manjši/majhen, nižji/nizek
Agcfsi	Adjective Type=general Degree=comparative Gender=feminine Number=singular Case=instrumental	Pppzeo	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=ednina sklon=orodnik	814	42832	večjo/velik, manjšo/majhen, višjo/visok, krajšo/kratek, daljšo/dolg
Agcfdn	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=nominative	Pppzdi	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=imenovalnik	814		zvestejši/zvest, žvečljivejši/žvečljiv, zrelejši/zrel, zračnejši/zračen, zoprnejši/zoprn
Agcfdg	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=genitive	Pppzdr	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=rodilnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcfdd	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=dative	Pppzdd	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=dajalnik	814		zvestejšima/zvest, žvečljivejšima/žvečljiv, zrelejšima/zrel, zračnejšima/zračen, zoprnejšima/zoprn
Agcfda	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=accusative	Pppzdt	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=tožilnik	814		zvestejši/zvest, žvečljivejši/žvečljiv, zrelejši/zrel, zračnejši/zračen, zoprnejši/zoprn
Agcfdl	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=locative	Pppzdm	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=mestnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcfdi	Adjective Type=general Degree=comparative Gender=feminine Number=dual Case=instrumental	Pppzdo	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=dvojina sklon=orodnik	814		zvestejšima/zvest, žvečljivejšima/žvečljiv, zrelejšima/zrel, zračnejšima/zračen, zoprnejšima/zoprn
Agcfpn	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=nominative	Pppzmi	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=imenovalnik	815	125218	manjše/majhen, večje/velik, višje/visok, nižje/nizek, slabše/slab
Agcfpg	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=genitive	Pppzmr	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=rodilnik	822	152281	večjih/velik, manjših/majhen, višjih/visok, boljših/dober, starejših/star
Agcfpd	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=dative	Pppzmd	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=dajalnik	814	8810	večjim/velik, višjim/visok, nižjim/nizek, širšim/širok, slabšim/slab
Agcfpa	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=accusative	Pppzmt	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=tožilnik	815	69920	večje/velik, boljše/dober, manjše/majhen, pomembnejše/pomemben, višje/visok
Agcfpl	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=locative	Pppzmm	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=mestnik	815	51548	večjih/velik, manjših/majhen, višjih/visok, nižjih/nizek, daljših/dolg
Agcfpi	Adjective Type=general Degree=comparative Gender=feminine Number=plural Case=instrumental	Pppzmo	pridevnik vrsta=splošni stopnja=primernik spol=ženski število=množina sklon=orodnik	814	32116	večjimi/velik, manjšimi/majhen, višjimi/visok, mlajšimi/mlad, nižjimi/nizek
Agcnsn	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=nominative	Pppsei	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=imenovalnik	830	161167	večje/velik, lepše/lep, nižje/nizek, težje/težek, lažje/lahek
Agcnsg	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=genitive	Pppser	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=rodilnik	815	46453	večjega/velik, boljšega/dober, hujšega/hud, lepšega/lep, lažjega/lahek
Agcnsd	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=dative	Pppsed	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=dajalnik	814		zvestejšemu/zvest, žvečljivejšemu/žvečljiv, zrelejšemu/zrel, zračnejšemu/zračen, zoprnejšemu/zoprn
Agcnsa	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=accusative	Pppset	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=tožilnik	818	97618	boljše/dober, večje/velik, daljše/dolg, manjše/majhen, slabše/slab
Agcnsl	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=locative	Pppsem	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=mestnik	814	37416	večjem/velik, boljšem/dober, daljšem/dolg, slabšem/slab, krajšem/kratek
Agcnsi	Adjective Type=general Degree=comparative Gender=neuter Number=singular Case=instrumental	Pppseo	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=ednina sklon=orodnik	814		zvestejšim/zvest, žvečljivejšim/žvečljiv, zrelejšim/zrel, zračnejšim/zračen, zoprnejšim/zoprn
Agcndn	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=nominative	Pppsdi	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=imenovalnik	814		zvestejši/zvest, žvečljivejši/žvečljiv, zrelejši/zrel, zračnejši/zračen, zoprnejši/zoprn
Agcndg	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=genitive	Pppsdr	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=rodilnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcndd	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=dative	Pppsdd	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=dajalnik	814		zvestejšima/zvest, žvečljivejšima/žvečljiv, zrelejšima/zrel, zračnejšima/zračen, zoprnejšima/zoprn
Agcnda	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=accusative	Pppsdt	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=tožilnik	814		zvestejši/zvest, žvečljivejši/žvečljiv, zrelejši/zrel, zračnejši/zračen, zoprnejši/zoprn
Agcndl	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=locative	Pppsdm	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=mestnik	814		zvestejših/zvest, žvečljivejših/žvečljiv, zrelejših/zrel, zračnejših/zračen, zoprnejših/zoprn
Agcndi	Adjective Type=general Degree=comparative Gender=neuter Number=dual Case=instrumental	Pppsdo	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=dvojina sklon=orodnik	814		zvestejšima/zvest, žvečljivejšima/žvečljiv, zrelejšima/zrel, zračnejšima/zračen, zoprnejšima/zoprn
Agcnpn	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=nominative	Pppsmi	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=imenovalnik	814	16397	manjša/majhen, večja/velik, cenejša/poceni, dražja/drag, starejša/star
Agcnpg	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=genitive	Pppsmr	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=rodilnik	814	6110	večjih/velik, pomembnejših/pomemben, manjših/majhen, daljših/dolg, nižjih/nizek
Agcnpd	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=dative	Pppsmd	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=dajalnik	814	356	boljšim/dober, zahtevnejšim/zahteven, šibkejšim/šibek, slabšim/slab, hitrejšim/hiter
Agcnpa	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=accusative	Pppsmt	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=tožilnik	814	4452	starejša/star, zahtevnejša/zahteven, novejša/nov, podrobnejša/podroben, močnejša/močen
Agcnpl	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=locative	Pppsmm	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=mestnik	814	7110	večjih/velik, poznejših/pozen, manjših/majhen, kasnejših/kasen, daljših/dolg
Agcnpi	Adjective Type=general Degree=comparative Gender=neuter Number=plural Case=instrumental	Pppsmo	pridevnik vrsta=splošni stopnja=primernik spol=srednji število=množina sklon=orodnik	814		zvestejšimi/zvest, žvečljivejšimi/žvečljiv, zrelejšimi/zrel, zračnejšimi/zračen, zoprnejšimi/zoprn
Agsmsny	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=nominative Definiteness=yes	Ppsmeid	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=imenovalnik določnost=da	849	454757	najboljši/dober, največji/velik, najpomembnejši/pomemben, najvišji/visok, najstarejši/star
Agsmsg	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=genitive	Ppsmer	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=rodilnik	814	76948	največjega/velik, najboljšega/dober, najvišjega/visok, najmanjšega/majhen, najlepšega/lep
Agsmsd	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=dative	Ppsmed	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=dajalnik	814	12170	najboljšemu/dober, največjemu/velik, najširšemu/širok, najmlajšemu/mlad, najstarejšemu/star
Agsmsa	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=accusative	Ppsmet	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=tožilnik	816	37853	najboljšega/dober, največjega/velik, najstarejšega/star, najmočnejšega/močen, najuspešnejšega/uspešen
Agsmsay	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=accusative Definiteness=yes	Ppsmetd	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=tožilnik določnost=da	816	67491	najboljši/dober, največji/velik, najlepši/lep, najpomembnejši/pomemben, najljubši/ljub
Agsmsl	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=locative	Ppsmem	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=mestnik	814	52100	najboljšem/dober, najkrajšem/kratek, najlepšem/lep, najslabšem/slab, najvišjem/visok
Agsmsi	Adjective Type=general Degree=superlative Gender=masculine Number=singular Case=instrumental	Ppsmeo	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=ednina sklon=orodnik	814	18210	najmlajšim/mlad, največjim/velik, najnovejšim/nov, najdaljšim/dolg, najrazličnejšim/različen
Agsmdn	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=nominative	Ppsmdi	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=imenovalnik	814		najzvestejša/zvest, najžvečljivejša/žvečljiv, najzrelejša/zrel, najzračnejša/zračen, najzoprnejša/zoprn
Agsmdg	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=genitive	Ppsmdr	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=rodilnik	814		najzvestejših/zvest, najžvečljivejših/žvečljiv, najzrelejših/zrel, najzračnejših/zračen, najzoprnejših/zoprn
Agsmdd	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=dative	Ppsmdd	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=dajalnik	814		najzvestejšima/zvest, najžvečljivejšima/žvečljiv, najzrelejšima/zrel, najzračnejšima/zračen, najzoprnejšima/zoprn
Agsmda	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=accusative	Ppsmdt	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=tožilnik	814		najzvestejša/zvest, najžvečljivejša/žvečljiv, najzrelejša/zrel, najzračnejša/zračen, najzoprnejša/zoprn
Agsmdl	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=locative	Ppsmdm	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=mestnik	814		najzvestejših/zvest, najžvečljivejših/žvečljiv, najzrelejših/zrel, najzračnejših/zračen, najzoprnejših/zoprn
Agsmdi	Adjective Type=general Degree=superlative Gender=masculine Number=dual Case=instrumental	Ppsmdo	pridevnik vrsta=splošni stopnja=presežnik spol=moški število=dvojina sklon=orodnik	814	2845	največjima/velik, najboljšima/dober, najbližjima/blizek, najpomembnejšima/pomemben, najmočnejšima/močen
